geoid,county,state,year,geometry,total_pop,plumbing,percent_lacking_plumbing,name,adi,financial_strength,economic_hardship_and_inequality,educational_attainment
01069,Houston County, Alabama,2022,,108079,93,0.08604816846936038,"Houston County, Alabama",107.44303006819975,94.41965579598568,109.97852312058706,101.85377806275176
04001,Apache County, Arizona,2022,,65432,2440,3.729062232546766,"Apache County, Arizona",137.33057520410324,80.32930526474865,140.91638169682284,63.70870489920356
06037,Los Angeles County, California,2022,,9721138,6195,0.06372710684695557,"Los Angeles County, California",85.17460341991138,159.63130195443676,108.36449011843754,48.60632333459126
06097,Sonoma County, California,2022,,482650,148,0.03066404226665285,"Sonoma County, California",64.57085834129515,167.5704624763831,89.00072611132693,89.9754959342381
06001,Alameda County, California,2022,,1628997,808,0.04960107354402739,"Alameda County, California",50.81761708601694,201.26577123445443,92.69272046915204,83.77203137292986
06045,Mendocino County, California,2022,,89783,18,0.02004833877237339,"Mendocino County, California",98.96641061219081,123.5302949368149,112.92633395592459,81.93975833066015
08077,Mesa County, Colorado,2022,,158636,128,0.08068786404094909,"Mesa County, Colorado",88.19928407670795,112.49094083086624,93.71089443353841,112.96441765891498
06055,Napa County, California,2022,,134300,0,0,"Napa County, California",64.99368353718083,172.56582156776562,87.11651847209224,72.24863199562947
10005,Sussex County, Delaware,2022,,255956,123,0.0480551344762381,"Sussex County, Delaware",87.75454810528946,115.39357040764322,90.6508241358634,103.75388456396793
12086,Miami-Dade County, Florida,2022,,2673837,1377,0.05149902555765366,"Miami-Dade County, Florida",96.21568216532336,129.45316266345742,109.31756283356933,71.20986931987687
12071,Lee County, Florida,2022,,822453,163,0.01981876167999873,"Lee County, Florida",88.08809128210476,119.14729710397778,94.30943071497592,103.63992443954513
12033,Escambia County, Florida,2022,,324878,530,0.16313816263335776,"Escambia County, Florida",97.5591021482319,107.24476568666722,105.51522648331712,108.06038570891216
17031,Cook County, Illinois,2022,,5109292,2542,0.04975249016889228,"Cook County, Illinois",92.3243887621827,128.8447587724109,112.23902491083025,92.93070083126827
13245,Richmond County, Georgia,2022,,206640,180,0.08710801393728224,"Richmond County, Georgia",117.27582336305542,94.39892740841594,130.80805906890035,104.79686388476696
13103,Effingham County, Georgia,2022,,69041,0,0,"Effingham County, Georgia",83.89760196312733,110.82665171311824,83.9637988498438,113.68393297560299
16027,Canyon County, Idaho,2022,,251065,109,0.04341505187899548,"Canyon County, Idaho",89.2461830005914,109.4511142513408,84.56402614331326,92.13150288884641
26103,Marquette County, Michigan,2022,,66661,92,0.13801173099713476,"Marquette County, Michigan",92.24316409317198,99.14957596936715,94.32661085125416,123.8821246507352
19163,Scott County, Iowa,2022,,173924,181,0.10406844368804766,"Scott County, Iowa",87.88437408439248,109.19872922627621,93.75162029937545,117.94224690111682
36067,Onondaga County, New York,2022,,468249,210,0.04484793347129411,"Onondaga County, New York",93.59106896015886,112.22111255824952,105.43270264214149,110.7922721965931
36071,Orange County, New York,2022,,405941,234,0.05764384479517959,"Orange County, New York",78.64594741666423,138.36240979611892,94.4389327455546,100.11108499021759
08031,Denver County, Colorado,2022,,713252,133,0.01864698591802056,"Denver County, Colorado",72.3303333201618,154.62000550967795,100.57592315984073,103.223613097119
21093,Hardin County, Kentucky,2022,,111862,103,0.09207773864225564,"Hardin County, Kentucky",96.30589731687736,100.06338235884029,100.616286697319,113.83774454699343
26099,Macomb County, Michigan,2022,,874195,538,0.06154233323228798,"Macomb County, Michigan",89.4188293378438,110.20929409361182,92.47928854368593,107.42292012032382
22051,Jefferson Parish, Louisiana,2022,,425884,83,0.01948887490490368,"Jefferson Parish, Louisiana",102.07861738041366,109.23494453566384,110.08379166033441,92.2012872479823
02170,Matanuska-Susitna Borough, Alaska,2022,,113325,950,0.8382969335980588,"Matanuska-Susitna Borough, Alaska",81.09630299434133,121.30929993964021,88.20142110777822,109.59875283327712
24005,Baltimore County, Maryland,2022,,846161,589,0.06960850240084335,"Baltimore County, Maryland",79.65789720971031,133.20318498012222,95.9890494721355,108.60237216979775
24031,Montgomery County, Maryland,2022,,1052521,370,0.03515369289543867,"Montgomery County, Maryland",55.33235101823551,176.1064907027224,85.63129070373029,100.18710360913451
01051,Elmore County, Alabama,2022,,89563,135,0.15073188705157264,"Elmore County, Alabama",91.81841788625863,105.03452746396272,91.58197067110589,107.48684215718889
25001,Barnstable County, Massachusetts,2022,,232457,293,0.12604481689086583,"Barnstable County, Massachusetts",65.22750457479252,146.9645287963814,83.30652604511562,122.45165298206322
25013,Hampden County, Massachusetts,2022,,461041,362,0.07851796261070057,"Hampden County, Massachusetts",99.49603955176465,113.64219534714192,111.47942748408461,96.82272447926677
01055,Etowah County, Alabama,2022,,103088,38,0.03686171038336178,"Etowah County, Alabama",110.26717668604324,88.61437178903421,106.60729353085434,95.82204919054216
01115,St. Clair County, Alabama,2022,,93932,376,0.40028957117915087,"St. Clair County, Alabama",89.78753334881984,105.42115480827657,84.56409300154624,99.63377666604177
27137,St. Louis County, Minnesota,2022,,199532,499,0.25008519936651763,"St. Louis County, Minnesota",90.52131101165793,105.8893818651501,96.51782410557382,120.9238718266385
29031,Cape Girardeau County, Missouri,2022,,82899,31,0.03739490223042498,"Cape Girardeau County, Missouri",91.77059628757212,102.24019271673201,93.73057750519115,116.01180269172863
30031,Gallatin County, Montana,2022,,124857,0,0,"Gallatin County, Montana",64.47822533899368,142.79938704339503,80.23314935275386,123.86002485966776
34011,Cumberland County, New Jersey,2022,,151356,8,0.00528555194376172,"Cumberland County, New Jersey",110.1201476998363,105.13910056744231,114.43374690712214,74.5861028313277
34041,Warren County, New Jersey,2022,,110926,0,0,"Warren County, New Jersey",73.4195106732873,131.79804292268133,85.75472400672241,118.54798376522658
34005,Burlington County, New Jersey,2022,,466103,132,0.02831992070422202,"Burlington County, New Jersey",66.61936564609641,142.50053438720406,82.16070936492197,118.14903222368949
34023,Middlesex County, New Jersey,2022,,861418,222,0.02577146054528695,"Middlesex County, New Jersey",69.07573273593977,154.52885385634917,90.0190682465875,92.62017094043227
37031,Carteret County, North Carolina,2022,,69380,81,0.11674834246180456,"Carteret County, North Carolina",84.55294788736589,112.31935297716775,87.7283387450873,117.11470822686996
39035,Cuyahoga County, Ohio,2022,,1236041,689,0.05574248750648239,"Cuyahoga County, Ohio",101.27561251476762,106.84843894627627,115.7739628943847,112.11747786196896
41033,Josephine County, Oregon,2022,,87730,126,0.14362247805767697,"Josephine County, Oregon",98.12451053959876,110.72472907869945,106.97092134641181,105.95236582848563
42045,Delaware County, Pennsylvania,2022,,575182,296,0.05146197203667709,"Delaware County, Pennsylvania",80.45830671694566,130.34989943937416,97.94245254534977,115.59646161283864
42049,Erie County, Pennsylvania,2022,,267689,173,0.06462723533652859,"Erie County, Pennsylvania",100.91999335217666,98.48137623921704,107.40213538111813,114.86607201989379
45091,York County, South Carolina,2022,,294248,0,0,"York County, South Carolina",79.48282070454417,122.01521121087134,86.26310812020958,112.59095504747867
45057,Lancaster County, South Carolina,2022,,104577,110,0.10518565267697486,"Lancaster County, South Carolina",90.40793482858716,109.98607739840354,90.59156888385438,102.01057970718794
47065,Hamilton County, Tennessee,2022,,374682,31,0.00827368274963836,"Hamilton County, Tennessee",88.56923952193357,113.76973854136135,95.40368415500159,108.96118944530225
47163,Sullivan County, Tennessee,2022,,160820,44,0.02735978112175102,"Sullivan County, Tennessee",102.48411053441353,94.68689624983108,102.20483325568865,107.01792541648742
47009,Blount County, Tennessee,2022,,139958,112,0.08002400720216064,"Blount County, Tennessee",87.24068862753644,105.32812155648382,83.02017085898416,106.73846020798857
48201,Harris County, Texas,2022,,4780913,5424,0.11345113370605156,"Harris County, Texas",101.50938346863366,117.62438496616578,108.35049416356647,65.69192112924486
54107,Wood County, West Virginia,2022,,83340,30,0.03599712023038157,"Wood County, West Virginia",104.43181282296091,90.50618631719071,104.64274607755765,112.32465893255026
51107,Loudoun County, Virginia,2022,,432085,104,0.02406933820891722,"Loudoun County, Virginia",33.89396229887444,197.4711802568421,67.67032355279599,113.69173507018051
53027,Grays Harbor County, Washington,2022,,77038,0,0,"Grays Harbor County, Washington",99.09773077124619,102.77468957751722,102.17374920506825,103.19177766848047
53053,Pierce County, Washington,2022,,927380,740,0.07979469041816731,"Pierce County, Washington",73.59697432512546,139.38173509554503,89.270256915871,109.05601338205211
06101,Sutter County, California,2022,,98503,36,0.03654711024029725,"Sutter County, California",101.26089025270376,118.71178660950773,104.12609369652964,55.73021845533579
12097,Osceola County, Florida,2022,,422545,0,0,"Osceola County, Florida",93.17541765525577,115.3521638181252,97.66475806411506,92.85427786923216
12119,Sumter County, Florida,2022,,144970,162,0.11174725805339036,"Sumter County, Florida",85.61263868790263,112.18945463952852,87.744301057771,117.25273212151308
12107,Putnam County, Florida,2022,,74731,0,0,"Putnam County, Florida",123.18405897924455,86.09310503671892,124.25111620378314,87.54192960275431
13135,Gwinnett County, Georgia,2022,,975353,401,0.04111331999799047,"Gwinnett County, Georgia",82.64979296734192,128.88718608783347,89.60971098106495,91.50318396637988
13217,Newton County, Georgia,2022,,117621,0,0,"Newton County, Georgia",94.55834057991251,107.67047655107724,98.01609334627861,106.84963259088465
25015,Hampshire County, Massachusetts,2022,,162588,159,0.09779319506974685,"Hampshire County, Massachusetts",74.23360587398035,134.81248977711914,91.53358088306928,120.9885486259739
27139,Scott County, Minnesota,2022,,154520,76,0.04918457157649496,"Scott County, Minnesota",60.80283821713093,141.04617906689828,69.23574293764466,117.27485397194471
28121,Rankin County, Mississippi,2022,,158979,173,0.1088194038206304,"Rankin County, Mississippi",83.89537468683828,112.60583749458043,83.89707610190739,109.04909155343019
30013,Cascade County, Montana,2022,,84864,49,0.0577394419306184,"Cascade County, Montana",91.95765474446917,103.41780063004302,94.8478471371542,117.58292688267895
36053,Madison County, New York,2022,,67097,123,0.18331669076113688,"Madison County, New York",88.31334432551135,104.45159515283584,89.10074686039451,117.97031407525819
37147,Pitt County, North Carolina,2022,,173542,60,0.03457376312362425,"Pitt County, North Carolina",105.82855414396055,103.17671616536421,119.88646408343064,108.5956117894185
37085,Harnett County, North Carolina,2022,,138832,0,0,"Harnett County, North Carolina",96.38258437781808,104.13203218060946,96.96945143159125,100.74085723365678
37125,Moore County, North Carolina,2022,,105531,0,0,"Moore County, North Carolina",81.21525723745783,118.22935753850771,85.54441791456652,112.68736911531519
37023,Burke County, North Carolina,2022,,87881,77,0.08761848408643508,"Burke County, North Carolina",109.53994454731097,88.3434871320386,102.75769791094079,90.10860141607819
37021,Buncombe County, North Carolina,2022,,273589,57,0.0208341709644759,"Buncombe County, North Carolina",84.72404105013949,119.41170605323575,93.23287364782641,111.57442711916896
39101,Marion County, Ohio,2022,,64642,51,0.07889607376009405,"Marion County, Ohio",106.25663673058956,88.26006215232681,105.25783647852053,108.91814847990413
40027,Cleveland County, Oklahoma,2022,,299587,60,0.02002757128980897,"Cleveland County, Oklahoma",87.79291430971203,113.09579636715819,94.81656458287398,111.65558142496472
42071,Lancaster County, Pennsylvania,2022,,556629,451,0.08102344649667911,"Lancaster County, Pennsylvania",84.70399928292727,117.13965212464049,85.22898514307968,93.59936316094529
42043,Dauphin County, Pennsylvania,2022,,288800,62,0.02146814404432133,"Dauphin County, Pennsylvania",92.62657938551006,111.92382221524889,102.24333019331199,109.51058262284984
42027,Centre County, Pennsylvania,2022,,158425,235,0.14833517437273158,"Centre County, Pennsylvania",81.670468270437,126.00551897030189,97.27180496317469,116.06477949701242
42063,Indiana County, Pennsylvania,2022,,82957,355,0.42793254336584013,"Indiana County, Pennsylvania",99.7985634443544,91.88014261881062,98.91947066476908,113.5471247042193
45077,Pickens County, South Carolina,2022,,133462,234,0.1753308057724296,"Pickens County, South Carolina",99.77830615583481,99.88728128971147,99.72844636687846,102.42549537607695
45041,Florence County, South Carolina,2022,,136721,124,0.09069565026586993,"Florence County, South Carolina",106.72973110148335,96.47508948922008,110.89059111107565,101.34814553492365
46103,Pennington County, South Dakota,2022,,114461,431,0.3765474703174007,"Pennington County, South Dakota",85.99427028617893,110.80569509589078,90.7635591301745,117.98322770430627
48139,Ellis County, Texas,2022,,212182,396,0.1866322308207105,"Ellis County, Texas",79.78970014578218,127.21649927227338,82.90495122181983,91.61453207313036
48491,Williamson County, Texas,2022,,671418,192,0.02859619491881361,"Williamson County, Texas",62.35472872976839,148.22906895865594,78.19689941314428,112.20945655665619
48213,Henderson County, Texas,2022,,84511,348,0.41178071493651713,"Henderson County, Texas",100.98325169996332,99.31682123525623,99.1932944063446,95.97646529440641
48005,Angelina County, Texas,2022,,87101,156,0.17910242132696524,"Angelina County, Texas",108.26129189122902,96.44046292469187,107.34924523322788,84.22125157235118
48441,Taylor County, Texas,2022,,145163,17,0.01171097318187141,"Taylor County, Texas",93.34318863549181,106.13380774804031,96.04739265367145,105.25561603516918
49057,Weber County, Utah,2022,,269561,0,0,"Weber County, Utah",78.57121087430465,119.74405811705937,80.96174987527644,110.02847538850882
49035,Salt Lake County, Utah,2022,,1186257,159,0.01340350362526838,"Salt Lake County, Utah",72.95493875312624,135.52001526876057,83.80097995052152,105.85940768720516
51085,Hanover County, Virginia,2022,,112938,56,0.04958472790380564,"Hanover County, Virginia",63.504374289896866,137.25406683848962,71.26670815731731,119.37928642926788
51003,Albemarle County, Virginia,2022,,114534,41,0.03579723051670246,"Albemarle County, Virginia",61.2574813594571,151.0285639370075,80.76645110617383,118.52985239041351
51019,Bedford County, Virginia,2022,,80848,190,0.23500890560063328,"Bedford County, Virginia",82.89347684175519,109.59420960138186,80.52011302535732,113.66601394006076
51015,Augusta County, Virginia,2022,,78064,0,0,"Augusta County, Virginia",84.89180297529128,107.82856298578896,81.23844603582188,108.17501828864236
51121,Montgomery County, Virginia,2022,,98915,46,0.04650457463478744,"Montgomery County, Virginia",86.15315765350019,122.35998743648332,103.71861361690766,120.58649363677047
53005,Benton County, Washington,2022,,212791,74,0.03477590687576072,"Benton County, Washington",84.51062583516357,123.61595295755902,92.20315562336013,97.70516187897697
54033,Harrison County, West Virginia,2022,,64915,0,0,"Harrison County, West Virginia",99.71715678420897,94.97448779540787,98.05990150123404,105.75326916610486
55111,Sauk County, Wisconsin,2022,,65777,87,0.13226507745868618,"Sauk County, Wisconsin",85.09894139277792,106.54569277934908,83.6372907528897,113.04759476385388
72097,Mayagüez Municipio, Puerto Rico,2022,,70609,54,0.07647750286790636,"Mayagüez Municipio, Puerto Rico",178.8003712153833,69.1273999473641,203.1100150183894,53.352382460563284
72031,Carolina Municipio, Puerto Rico,2022,,151571,679,0.44797487646053663,"Carolina Municipio, Puerto Rico",136.77821766793608,82.17608325893468,149.0896355927863,91.33225950338712
72113,Ponce Municipio, Puerto Rico,2022,,132138,533,0.4033661777838321,"Ponce Municipio, Puerto Rico",168.2548695951631,70.75804475568025,186.40790853379295,65.8927032033304
10003,New Castle County, Delaware,2022,,575494,308,0.05351923738562001,"New Castle County, Delaware",80.81222108856,128.09421185388774,94.92558235993852,112.12468077252191
06089,Shasta County, California,2022,,180930,304,0.16802078151771405,"Shasta County, California",89.38599129612287,118.07332881433963,100.60837705609691,110.16161310848508
04013,Maricopa County, Arizona,2022,,4551524,3074,0.06753781810224443,"Maricopa County, Arizona",83.10493705201887,129.67818500396348,94.04812504833792,96.07872775839215
12127,Volusia County, Florida,2022,,579192,550,0.09495987513639692,"Volusia County, Florida",91.57213720171984,110.95014128138753,96.90297088401906,110.88072224827827
12101,Pasco County, Florida,2022,,608794,271,0.04451423634267092,"Pasco County, Florida",87.31545847938447,115.54636663788159,92.68553296220061,110.34843793527402
12017,Citrus County, Florida,2022,,162529,63,0.03876231318718505,"Citrus County, Florida",100.9833721389866,97.62544953095902,101.11506419539685,110.50304204925048
12131,Walton County, Florida,2022,,83304,293,0.35172380677998655,"Walton County, Florida",81.81207813709139,126.02286309282442,90.16483066382963,108.63808311436577
12031,Duval County, Florida,2022,,1016536,542,0.05331832812610669,"Duval County, Florida",94.43431856862341,114.35431009600525,106.20096143759716,107.86755216444313
12053,Hernando County, Florida,2022,,206896,532,0.25713401902405075,"Hernando County, Florida",96.41355949034453,102.94779264919472,96.87495184739528,108.3123497292475
17043,DuPage County, Illinois,2022,,920901,364,0.03952650719241265,"DuPage County, Illinois",64.83769424730963,146.25099787223022,79.77834459973622,109.30232488410786
17161,Rock Island County, Illinois,2022,,141527,0,0,"Rock Island County, Illinois",102.98305774494932,96.250387860575,106.61051181358276,107.31369060643836
13215,Muscogee County, Georgia,2022,,202616,0,0,"Muscogee County, Georgia",110.66715530560568,100.2374330372145,123.50194318740657,101.60227898983888
13127,Glynn County, Georgia,2022,,85079,40,0.04701512711714994,"Glynn County, Georgia",98.18161710895517,106.96249655152874,104.23914216205708,103.79186248038592
01089,Madison County, Alabama,2022,,403565,97,0.02403578110093789,"Madison County, Alabama",82.51627117658278,118.98054664289326,90.96640835592812,114.78818140582112
05007,Benton County, Arkansas,2022,,302863,174,0.05745171909411185,"Benton County, Arkansas",81.35113549741887,116.91051791103038,82.14136787373641,100.22806560919088
04015,Mohave County, Arizona,2022,,220816,335,0.15171002101297007,"Mohave County, Arizona",105.3128202678932,96.67520649428758,105.9739530198625,100.00657837901755
04005,Coconino County, Arizona,2022,,144060,1700,1.1800638622796056,"Coconino County, Arizona",92.31172013506594,124.45416773655764,108.74382216880008,97.99778882052752
06083,Santa Barbara County, California,2022,,443837,219,0.0493424387782001,"Santa Barbara County, California",81.14157448419454,159.19405332327798,101.45472901647412,53.92628178001071
06111,Ventura County, California,2022,,832605,123,0.01477291152467256,"Ventura County, California",67.05403008827112,168.78704309884125,88.31885832116988,73.45522596889214
06025,Imperial County, California,2022,,178713,254,0.14212732145954687,"Imperial County, California",125.98185182428453,98.2761401366185,123.77893497337269,30.758859685143335
06065,Riverside County, California,2022,,2473902,1151,0.04652569099341849,"Riverside County, California",85.02801763970729,138.60292356121866,93.91006495692436,68.025849796273
06023,Humboldt County, California,2022,,135010,432,0.3199762980519961,"Humboldt County, California",96.23167364049628,121.06867483451435,114.98756863825905,105.79055566219549
08123,Weld County, Colorado,2022,,350176,379,0.10823128940875448,"Weld County, Colorado",77.81535318223456,131.9068567843221,83.56375630015413,94.09169452351625
08069,Larimer County, Colorado,2022,,366778,238,0.06488938813124015,"Larimer County, Colorado",66.72081854849523,146.01914610891046,87.39491619681749,123.95126878542665
09110,Capitol Planning Region, Connecticut,2022,,981447,742,0.0756026560782192,"Capitol Planning Region, Connecticut",80.12832741908444,132.92850889007119,96.82710159417353,107.26465412661692
39095,Lucas County, Ohio,2022,,426643,172,0.04031473620802404,"Lucas County, Ohio",106.21763729233538,97.48383004831393,115.51093965417368,111.1690252214019
41039,Lane County, Oregon,2022,,382353,360,0.09415383166864127,"Lane County, Oregon",90.56767428055485,120.29020801257417,106.37096986975692,112.81594012338138
42051,Fayette County, Pennsylvania,2022,,125755,45,0.03578386545266589,"Fayette County, Pennsylvania",107.54384304320038,89.07218152897818,108.82803221965105,110.85133395987832
42055,Franklin County, Pennsylvania,2022,,156902,202,0.1287427821187748,"Franklin County, Pennsylvania",86.82445185648581,106.37657903480151,84.7762606629532,109.7145193749446
44007,Providence County, Rhode Island,2022,,657288,590,0.08976278282883607,"Providence County, Rhode Island",93.38397492232313,123.19772645576424,106.8253978171089,89.47293463025989
45003,Aiken County, South Carolina,2022,,174150,147,0.08440999138673558,"Aiken County, South Carolina",97.51700217077374,101.79867585850438,98.89859551341137,106.00023379510789
12095,Orange County, Florida,2022,,1452726,618,0.04254071311451712,"Orange County, Florida",87.4486351665317,126.89469793232854,101.12213368031956,99.92731652529699
26115,Monroe County, Michigan,2022,,155609,106,0.06811945324499226,"Monroe County, Michigan",88.88250670584426,105.43107108802559,88.87800338326221,114.68514502278389
18081,Johnson County, Indiana,2022,,165782,13,0.00784162333667105,"Johnson County, Indiana",79.16139233281247,116.02809654183805,80.8690056658796,113.46182043024538
36061,New York County, New York,2022,,1596273,417,0.02612335108092413,"New York County, New York",77.81092204515878,206.21474762976362,161.34655573600912,90.97791180111301
36065,Oneida County, New York,2022,,228846,142,0.06205046188266345,"Oneida County, New York",99.45357108653202,103.08177756176138,104.08072269110444,100.99972463404985
08059,Jefferson County, Colorado,2022,,576143,471,0.08175053762694331,"Jefferson County, Colorado",58.19269984129933,157.19556886824694,79.99409329962549,121.0913033299694
36009,Cattaraugus County, New York,2022,,76439,534,0.6985962663038501,"Cattaraugus County, New York",107.91124221021641,89.4500663705841,107.26077257689633,103.36261183788795
22017,Caddo Parish, Louisiana,2022,,229025,121,0.0528326601899356,"Caddo Parish, Louisiana",115.45330703785368,96.9590880511357,127.75067900329336,101.26261888249324
23031,York County, Maine,2022,,216732,0,0,"York County, Maine",76.97199948752049,121.78086240293845,83.67544031853276,120.91740364864668
23003,Aroostook County, Maine,2022,,67255,289,0.4297078284142443,"Aroostook County, Maine",103.66290953485003,89.349818421762,101.34751478178173,108.14907850939963
02090,Fairbanks North Star Borough, Alaska,2022,,95356,1239,1.299341415327824,"Fairbanks North Star Borough, Alaska",75.5580621463163,125.92145097591367,84.84193791172154,112.23358587586337
24037,St. Mary's County, Maryland,2022,,114877,393,0.3421050340799289,"St. Mary's County, Maryland",66.82558370247975,145.80842279847016,83.65521431537906,113.52085592640421
24017,Charles County, Maryland,2022,,170102,240,0.14109181549893593,"Charles County, Maryland",64.34365810393557,149.0133026054673,81.62960011871886,116.05541924390079
24021,Frederick County, Maryland,2022,,287079,102,0.03553028957186001,"Frederick County, Maryland",60.56243602681404,150.94644825609726,76.4666648118087,113.81388720430459
24043,Washington County, Maryland,2022,,155590,0,0,"Washington County, Maryland",93.24530615548358,111.64257251818601,100.55732605640826,104.99990711073978
01043,Cullman County, Alabama,2022,,90665,0,0,"Cullman County, Alabama",102.10204221806146,92.39983941636811,94.03172521404218,95.13450722529214
01121,Talladega County, Alabama,2022,,80704,0,0,"Talladega County, Alabama",115.9491522672246,86.98109668225909,116.09211212744326,95.3058454960833
25025,Suffolk County, Massachusetts,2022,,766381,469,0.06119671547180841,"Suffolk County, Massachusetts",85.89102540543149,165.06254224768708,131.49302919711135,87.08838457459119
25005,Bristol County, Massachusetts,2022,,580068,320,0.05516594606149624,"Bristol County, Massachusetts",88.60360020862747,129.00450099965641,102.18886785544535,90.96560617387809
27027,Clay County, Minnesota,2022,,65929,11,0.01668461526793975,"Clay County, Minnesota",85.20981814894984,115.48877187186045,95.17044328199027,118.4371743053749
29095,Jackson County, Missouri,2022,,716531,460,0.0641981993800687,"Jackson County, Missouri",94.89012476499371,109.31749446214272,104.48684894980076,109.78284296312454
29183,St. Charles County, Missouri,2022,,413803,391,0.09448940679502082,"St. Charles County, Missouri",66.86057458515569,128.20322813631762,71.80521748798564,122.28047460303604
33017,Strafford County, New Hampshire,2022,,132275,145,0.1096201096201096,"Strafford County, New Hampshire",71.37966301787725,133.48857792609184,84.28259952205879,118.85987343617201
34009,Cape May County, New Jersey,2022,,95634,73,0.0763326850283372,"Cape May County, New Jersey",76.46921048861202,129.4492701903229,88.28629600806178,118.68349371904696
34015,Gloucester County, New Jersey,2022,,306601,256,0.08349613993431203,"Gloucester County, New Jersey",70.59402946496158,135.50768896902807,83.17563513740171,117.38767176708815
34003,Bergen County, New Jersey,2022,,952997,354,0.03714597212792905,"Bergen County, New Jersey",54.98823617939789,174.12100128839694,84.75369675626274,105.6728147289862
34019,Hunterdon County, New Jersey,2022,,129777,0,0,"Hunterdon County, New Jersey",46.308442658149986,169.7471883827588,69.00960225528532,122.3620641091221
35045,San Juan County, New Mexico,2022,,120418,490,0.4069159095816241,"San Juan County, New Mexico",116.54753248738643,92.15712670443432,119.9255025357265,88.86707975050564
36045,Jefferson County, New York,2022,,116637,71,0.06087262189528194,"Jefferson County, New York",97.57328018872066,103.84603039076923,105.2071482032772,108.8330987568954
36019,Clinton County, New York,2022,,78753,0,0,"Clinton County, New York",97.91137792913919,102.77913207333302,101.40097937739479,104.89203207593799
37129,New Hanover County, North Carolina,2022,,234921,490,0.2085807569353102,"New Hanover County, North Carolina",83.20878564033919,124.6151661953561,97.30821860711491,115.84688100797698
37119,Mecklenburg County, North Carolina,2022,,1145392,512,0.04470085350692165,"Mecklenburg County, North Carolina",81.63823828592399,130.54829739209737,95.92010813054222,102.39037154979303
37089,Henderson County, North Carolina,2022,,118106,0,0,"Henderson County, North Carolina",90.44952032612385,109.17909664329422,91.61219000049735,106.84985252940834
37155,Robeson County, North Carolina,2022,,116663,67,0.05743037638325776,"Robeson County, North Carolina",132.6647393026837,79.97622396903643,132.84559713764733,74.5007157513141
38017,Cass County, North Dakota,2022,,192734,0,0,"Cass County, North Dakota",80.14071313829987,117.54056806601866,90.40395835682367,120.12878191479584
13185,Lowndes County, Georgia,2022,,119739,55,0.04593323812625795,"Lowndes County, Georgia",109.9794220367447,97.24675648302976,119.02143056595699,104.1692387822112
15003,Honolulu County, Hawaii,2022,,995638,945,0.09491401493313836,"Honolulu County, Hawaii",63.50711077584877,169.71641262276563,92.88494277663067,94.90768802624758
15001,Hawaii County, Hawaii,2022,,206315,1225,0.5937522720112449,"Hawaii County, Hawaii",88.31012704205943,126.99063387573743,102.00310204351587,98.74317065140232
21029,Bullitt County, Kentucky,2022,,83836,94,0.11212367002242474,"Bullitt County, Kentucky",89.74674078373712,102.38852640501969,84.55227201231249,106.30524370143861
21067,Fayette County, Kentucky,2022,,320347,61,0.01904185149228805,"Fayette County, Kentucky",91.72749153890685,115.45929339749583,105.23093861130971,110.61218347278631
45007,Anderson County, South Carolina,2022,,209581,324,0.15459416645592872,"Anderson County, South Carolina",99.8707162638622,99.34136805932607,99.5950375696334,102.7225874665775
45083,Spartanburg County, South Carolina,2022,,345831,127,0.03672313933684372,"Spartanburg County, South Carolina",100.43931339458078,98.79790667686721,98.83318295545486,99.34134660817243
47155,Sevier County, Tennessee,2022,,98789,117,0.11843423862980695,"Sevier County, Tennessee",98.16214045926543,98.59859267679252,93.82100143939871,97.72644628774377
47147,Robertson County, Tennessee,2022,,75470,0,0,"Robertson County, Tennessee",86.5435726620599,111.15866874501128,84.49147697192156,101.93139733618813
48167,Galveston County, Texas,2022,,357117,507,0.14197027864817413,"Galveston County, Texas",83.09895659751714,127.4788272543671,94.1962052454744,101.07144615704355
48479,Webb County, Texas,2022,,267780,252,0.09410710284561954,"Webb County, Texas",123.82693871754238,95.79940773962319,113.97610032292528,25.360604981990917
48409,San Patricio County, Texas,2022,,69954,108,0.1543871687108671,"San Patricio County, Texas",105.22474670384719,104.53441330922593,106.08528766325311,78.33000989403192
48141,El Paso County, Texas,2022,,868763,772,0.08886197961929779,"El Paso County, Texas",115.63581341641057,97.372564072846,113.47368892982453,61.97849703944765
48245,Jefferson County, Texas,2022,,250830,223,0.08890483594466372,"Jefferson County, Texas",110.26150141129665,99.76658181533037,113.90960176214878,84.19830246251236
49005,Cache County, Utah,2022,,140173,213,0.15195508407467917,"Cache County, Utah",80.98348695393192,116.4686811390754,83.91107494579782,110.51615757751625
51095,James City County, Virginia,2022,,81199,43,0.05295631719602457,"James City County, Virginia",65.14257516629326,139.91536589910595,77.7183342222688,121.11953536220764
51153,Prince William County, Virginia,2022,,486943,366,0.07516280139564589,"Prince William County, Virginia",59.98884251948824,159.52054302391244,76.53777282443521,97.23564198816034
51059,Fairfax County, Virginia,2022,,1138331,217,0.01906299661522,"Fairfax County, Virginia",42.54071838159562,190.45224314722986,76.29920238334547,107.48233190599807
53073,Whatcom County, Washington,2022,,230677,720,0.31212474585676075,"Whatcom County, Washington",76.70257832578095,135.9075258439751,92.95493983086178,111.20617231133318
53067,Thurston County, Washington,2022,,298758,558,0.1867732412186452,"Thurston County, Washington",72.46318390033309,138.8787771668103,89.293281498627,116.97167112137433
